Cs-133(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1765.44 1.32131
1765.62 1.03905
1766.00 0.689928
1766.37 0.492210
1766.74 0.369230
1767.12 0.287579
1767.86 0.189219
1768.61 0.134570
1769.36 0.101096
1770.10 0.0791345
1771.60 0.0529400
1773.09 0.0385258
1774.59 0.0297397
1776.08 0.0239979
1779.07 0.0172044
1782.05 0.0135353
1788.03 0.0101722
1794.00 0.00951944
1796.99 0.0101608
1799.97 0.0119633
1802.96 0.0164353
1804.46 0.0210981
1805.95 0.0297389
1807.44 0.0483530
1808.19 0.0669064
1808.94 0.100589
1809.68 0.171939
1810.06 0.242188
1810.43 0.367817
1810.62 0.472120
1810.80 0.628762
1810.99 0.879566
1811.18 1.31496
1811.36 2.18375
1811.46 2.97591
1811.55 4.28791
1811.64 6.72318
1811.69 8.78344
1811.74 11.8406
1811.78 16.8691
1811.83 25.3810
1811.85 32.3655
1811.88 41.7491
1811.90 54.9859
1811.92 73.5351
1811.96 117.451
1812.00 146.644
1812.04 117.448
1812.08 73.5312
1812.12 44.2467
1812.16 28.2911
1812.20 19.2912
1812.24 13.8755
1812.28 10.4121
1812.32 8.08062
1812.41 5.27782
1812.49 3.69247
1812.57 2.72446
1812.73 1.66025
1812.90 1.11387
1813.06 0.800454
1813.22 0.602200
1813.39 0.470386
1813.71 0.309965
1814.04 0.220139
1814.37 0.164843
1814.69 0.128503
1815.35 0.0849637
1816.00 0.0609933
1816.65 0.0463736
1817.31 0.0368368
1818.62 0.0255472
1819.92 0.0194147
1822.54 0.0134044
1825.15 0.0108079
1827.77 0.00965747
1832.99 0.00957370
1838.22 0.0121648
1840.84 0.0152586
1843.45 0.0210900
1846.07 0.0335496
1847.37 0.0457851
1848.68 0.0677189
1849.33 0.0859412
1849.99 0.113388
1850.64 0.157831
1851.29 0.236939
1851.62 0.302427
1851.95 0.400866
1852.27 0.559129
1852.60 0.837373
1852.76 1.06599
1852.93 1.40293
1853.09 1.93719
1853.25 2.84553
1853.42 4.60550
1853.50 6.17090
1853.58 8.64655
1853.62 10.5011
1853.66 13.0085
1853.70 16.5027
1853.74 21.4001
1853.79 28.9147
1853.83 40.7453
1853.87 60.2048
1853.91 91.6738
1853.95 147.376
1854.00 183.501
1854.02 172.021
1854.05 146.110
1854.09 91.6755
1854.14 57.2664
1854.18 37.9813
1854.23 26.5858
1854.27 19.4923
1854.32 14.7567
1854.36 11.5947
1854.45 7.68405
1854.54 5.44582
1854.62 4.08132
1854.80 2.55598
1854.98 1.78364
1855.16 1.35085
1855.33 1.09756
1855.51 0.954180
1855.86 0.902042
1856.04 1.00446
1856.22 1.25643
1856.39 1.82505
1856.48 2.37177
1856.57 3.28131
1856.66 4.98041
1856.70 6.39893
1856.75 8.54541
1856.79 12.0846
1856.84 18.0731
1856.88 29.2392
1856.90 38.3778
1856.93 51.1459
1856.96 81.8661
1857.00 101.515
1857.04 80.9964
1857.08 51.1259
1857.12 29.5603
1857.16 18.3997
1857.20 12.3442
1857.25 8.79659
1857.29 6.56979
1857.33 5.09058
1857.42 3.33380
1857.50 2.35161
1857.59 1.75519
1857.76 1.10058
1857.93 0.763215
1858.10 0.567719
1858.45 0.358019
1858.79 0.251825
1859.13 0.189936
1859.82 0.122493
1860.50 0.0874976
1861.19 0.0666042
1862.56 0.0433934
1863.93 0.0312025
1865.30 0.0239309
1868.04 0.0159852
1870.78 0.0119687
1873.52 0.00970066
1879.00 0.00757470
1884.48 0.00719887
1889.96 0.00883032
1892.71 0.0116828
1894.08 0.0146050
1895.45 0.0199611
1896.82 0.0313968
1897.50 0.0427287
1898.19 0.0632723
1898.87 0.106633
1899.22 0.149258
1899.56 0.225366
1899.90 0.383229
1900.07 0.534166
1900.24 0.797167
1900.41 1.32199
1900.50 1.80360
1900.59 2.59142
1900.67 4.04896
1900.71 5.27705
1900.76 7.08774
1900.80 10.0551
1900.84 15.1866
1900.89 24.8236
1900.91 32.5472
1900.93 43.3177
1900.96 69.9341
1901.00 87.1409
1901.04 69.1631
1901.07 43.3158
1901.11 27.8130
1901.14 18.6692
1901.17 13.1730
1901.21 9.70898
1901.27 5.83586
1901.34 3.86712
1901.40 2.74237
1901.47 2.04307
1901.60 1.26199
1901.73 0.853812
1901.86 0.616195
1902.13 0.365667
1902.39 0.242473
1902.65 0.173453
1903.18 0.102664
1903.71 0.0689797
1904.23 0.0504666
1905.29 0.0320734
1906.34 0.0238352
1907.39 0.0198138
1909.50 0.0176466
1911.61 0.0211533
1912.66 0.0261984
1913.72 0.0361189
1914.77 0.0579602
1915.30 0.0798215
1915.82 0.119434
1916.35 0.202984
1916.61 0.284394
1916.88 0.429105
1917.14 0.726225
1917.27 1.00792
1917.40 1.48807
1917.53 2.42450
1917.60 3.26164
1917.67 4.58709
1917.73 6.94400
1917.80 11.6091
1917.83 15.8071
1917.86 22.5080
1917.90 33.7375
1917.91 41.7925
1917.93 52.1739
1917.95 66.8966
1917.96 83.7851
1918.00 104.990
1918.02 98.7412
1918.04 83.7831
1918.07 52.1716
1918.11 31.2204
1918.15 19.8960
1918.19 13.5396
1918.22 9.72627
1918.26 7.29252
1918.30 5.65648
1918.38 3.67471
1918.45 2.57220
1918.53 1.89888
1918.68 1.15866
1918.83 0.778243
1918.98 0.560059
1919.29 0.330122
1919.59 0.218320
1919.89 0.155697
1920.50 0.0917254
1921.10 0.0613424
1921.71 0.0446239
1922.92 0.0277988
1924.14 0.0199571
1925.35 0.0157295
1927.77 0.0116944
1930.20 0.0101301
1932.62 0.00968287
1937.47 0.0108470
1942.32 0.0153672
1944.75 0.0202772
1947.17 0.0294336
1948.38 0.0372268
1949.60 0.0491745
1950.81 0.0688528
1952.02 0.104588
1952.63 0.134623
1953.23 0.180212
1953.84 0.254415
1954.45 0.387306
1954.75 0.497214
1955.05 0.661970
1955.35 0.925105
1955.66 1.38358
1955.96 2.29057
1956.11 3.12248
1956.26 4.48839
1956.42 6.99622
1956.49 9.10113
1956.57 12.2324
1956.64 17.2986
1956.72 26.0024
1956.76 32.7812
1956.79 42.1916
1956.83 55.4130
1956.87 73.2921
1956.94 117.699
1957.00 146.734
1957.07 116.973
1957.13 73.2846
1957.17 53.3987
1957.22 39.6627
1957.30 23.5876
1957.38 15.3395
1957.47 10.7264
1957.55 7.86295
1957.63 5.99754
1957.80 3.81661
1957.97 2.63044
1958.14 1.92405
1958.47 1.15474
1958.81 0.769096
1959.14 0.548926
1959.48 0.411576
1959.81 0.320197
1960.48 0.210011
1961.15 0.148656
1961.82 0.111031
1962.49 0.0863403
1963.83 0.0568969
1965.17 0.0407143
1966.51 0.0308834
1967.85 0.0244765
1970.53 0.0169136
1973.21 0.0128143
1978.57 0.00880887
1983.93 0.00707720
1989.28 0.00628595
2000.00 0.00600554
2013.23 0.00718314
2019.85 0.00854366
2026.46 0.0108350
2033.08 0.0149539
2039.69 0.0235719
2043.00 0.0323258
2046.31 0.0502080
2047.96 0.0692155
2049.61 0.112851
2050.44 0.165931
2050.85 0.215848
2051.27 0.302966
2051.68 0.480773
2051.89 0.650430
2052.09 0.944565
2052.30 1.53205
2052.40 2.07001
2052.51 2.96576
2052.61 4.64079
2052.66 6.07063
2052.71 8.21751
2052.77 11.7897
2052.82 17.9710
2052.84 23.0065
2052.87 30.1929
2052.89 40.6223
2052.92 54.9898
2052.96 88.0855
2053.00 109.320
2053.04 87.2266
2053.08 54.9894
2053.12 33.3702
2053.16 21.6881
2053.21 14.8466
2053.25 10.7939
2053.29 8.12057
2053.33 6.35634
2053.41 4.19496
2053.50 2.96789
2053.58 2.21699
2053.74 1.39050
2053.91 0.966673
2054.07 0.724561
2054.40 0.473198
2054.74 0.354585
2055.07 0.292410
2055.73 0.239922
2057.05 0.244214
2058.37 0.327402
2059.03 0.406401
2059.69 0.528023
2060.35 0.723954
2061.02 1.06436
2061.35 1.33661
2061.68 1.72907
2062.01 2.32737
2062.34 3.29492
2062.67 5.01459
2062.83 6.40918
2063.00 8.45183
2063.16 11.6095
2063.33 16.6980
2063.49 25.3981
2063.66 40.6455
2063.83 65.0817
2064.00 81.2324
2064.17 64.9166
2064.34 40.6326
2064.46 29.0700
2064.57 21.2622
2064.69 15.9987
2064.80 12.3997
2065.04 7.96773
2065.27 5.50717
2065.50 4.01870
2065.73 3.05595
2066.19 1.93337
2066.65 1.33035
2067.12 0.971824
2068.04 0.584510
2068.96 0.390991
2069.89 0.280979
2070.81 0.212469
2071.74 0.167085
2073.59 0.112678
2075.44 0.0828577
2077.28 0.0651293
2079.13 0.0541752
2082.83 0.0439614
2086.53 0.0459786
2088.38 0.0548861
2089.30 0.0642777
2090.23 0.0812199
2091.15 0.116369
2091.61 0.150357
2092.08 0.210814
2092.54 0.336099
2092.77 0.456678
2093.00 0.668962
2093.23 1.09709
2093.35 1.49919
2093.46 2.17487
2093.58 3.46795
2093.64 4.60008
2093.69 6.34936
2093.75 9.36709
2093.81 15.0465
2093.84 19.8929
2093.87 27.2234
2093.90 38.6654
2093.93 55.8483
2093.96 90.0451
2094.00 112.142
2094.04 89.0820
2094.08 55.8470
2094.11 35.4076
2094.14 23.8033
2094.18 16.6657
2094.21 12.3197
2094.28 7.39710
2094.35 4.90709
2094.42 3.48906
2094.49 2.60946
2094.63 1.62919
2094.76 1.11869
2094.90 0.824099
2095.18 0.512548
2095.45 0.361793
2095.73 0.278780
2096.28 0.198602
2096.83 0.167441
2097.38 0.158663
2098.48 0.181928
2099.03 0.214787
2099.58 0.269837
2100.13 0.363406
2100.68 0.534215
2100.95 0.676346
2101.23 0.889767
2101.50 1.23069
2101.78 1.82394
2102.05 2.99391
2102.19 4.06342
2102.33 5.81080
2102.46 9.00035
2102.53 11.6597
2102.60 15.5829
2102.67 21.8784
2102.74 32.5493
2102.81 52.0071
2102.84 67.3401
2102.88 88.3263
2102.94 141.303
2103.00 176.617
2103.06 141.295
2103.12 88.3182
2103.17 62.7823
2103.21 46.0011
2103.25 34.4473
2103.29 26.6943
2103.38 17.1007
2103.46 11.8443
2103.55 8.62723
2103.63 6.55210
2103.80 4.14911
2103.97 2.85421
2104.14 2.08764
2104.48 1.25740
2104.82 0.843337
2105.16 0.607757
2105.50 0.461193
2105.84 0.364167
2106.51 0.247254
2107.19 0.182695
2108.55 0.118577
2109.90 0.0904345
2111.26 0.0776921
2113.97 0.0756448
2115.32 0.0841719
2116.68 0.101212
2118.03 0.132371
2119.39 0.191551
2120.07 0.241898
2120.74 0.318662
2121.42 0.443490
2122.10 0.665450
2122.44 0.847956
2122.78 1.11951
2123.12 1.54868
2123.45 2.28199
2123.62 2.86587
2123.79 3.69967
2123.96 4.96444
2124.13 6.98233
2124.30 10.5249
2124.39 13.3660
2124.47 17.4149
2124.56 23.5743
2124.64 33.1527
2124.73 49.1020
2124.81 75.4221
2124.91 120.875
2125.00 150.733
2125.10 120.359
2125.19 75.4104
2125.27 49.5769
2125.36 33.8738
2125.44 24.2064
2125.52 18.0666
2125.68 11.0128
2125.84 7.36060
2126.01 5.24965
2126.17 3.92675
2126.50 2.43017
2126.82 1.65016
2127.15 1.19366
2127.47 0.903915
2127.80 0.708683
2128.45 0.469906
2129.11 0.335423
2129.76 0.252155
2130.41 0.197039
2131.71 0.130844
2133.02 0.0941480
2134.32 0.0716765
2135.63 0.0569202
2138.24 0.0393685
2140.84 0.0297877
2146.06 0.0205567
2151.28 0.0172953
2156.50 0.0181736
2159.10 0.0214087
2160.41 0.0247970
2161.71 0.0309189
2163.02 0.0436629
2163.67 0.0560531
2164.32 0.0782352
2164.97 0.124555
2165.30 0.169725
2165.63 0.250327
2165.95 0.416444
2166.11 0.575337
2166.28 0.851908
2166.44 1.39849
2166.52 1.90120
2166.60 2.72128
2166.69 4.23455
2166.73 5.50560
2166.77 7.37106
2166.81 10.4174
2166.85 15.6514
2166.87 19.8443
2166.89 25.3855
2166.91 33.1048
2166.93 43.7868
2166.95 56.3059
2166.97 70.6422
2167.00 87.9652
2167.02 82.6065
2167.04 69.8437
2167.07 43.7854
2167.11 27.0802
2167.14 17.6760
2167.18 12.2303
2167.21 8.96650
2167.25 6.77559
2167.28 5.32294
2167.35 3.50416
2167.42 2.46525
2167.49 1.83530
2167.63 1.13222
2167.76 0.768528
2167.90 0.559386
2168.18 0.339037
2168.46 0.231521
2168.73 0.171666
2169.29 0.111733
2169.84 0.0848645
2170.39 0.0719771
2171.50 0.0658677
2172.61 0.0785936
2173.71 0.127616
2174.27 0.195940
2174.54 0.262599
2174.82 0.380423
2175.10 0.621570
2175.23 0.848703
2175.37 1.23838
2175.51 1.99910
2175.58 2.67418
2175.65 3.76180
2175.72 5.67037
2175.79 9.44028
2175.82 12.8873
2175.86 18.2211
2175.89 27.4142
2175.91 34.0506
2175.93 42.6293
2175.96 68.5278
2176.00 85.1821
2176.02 80.0509
2176.04 67.8005
2176.08 42.6284
2176.11 27.0758
2176.14 18.2215
2176.18 12.7665
2176.21 9.44179
2176.28 5.67289
2176.35 3.76526
2176.42 2.67855
2176.49 2.00435
2176.63 1.25292
2176.76 0.861602
2176.90 0.635844
2177.18 0.397256
2177.45 0.282044
2177.73 0.218861
2178.28 0.158615
2179.38 0.132060
2180.48 0.157851
2181.03 0.189985
2181.58 0.242816
2182.13 0.332019
2182.68 0.494473
2182.95 0.629586
2183.23 0.832479
2183.50 1.15666
2183.78 1.72104
2184.05 2.83489
2184.19 3.85390
2184.33 5.52015
2184.40 6.79681
2184.47 8.56539
2184.53 11.1077
2184.60 14.8629
2184.67 20.8990
2184.74 31.1554
2184.78 39.1914
2184.81 49.9223
2184.84 64.7572
2184.88 85.1085
2184.94 136.531
2185.00 170.043
2185.06 135.640
2185.12 85.1009
2185.16 62.2561
2185.20 46.3949
2185.28 27.7211
2185.36 18.0817
2185.44 12.6197
2185.51 9.26989
2185.59 7.08213
2185.75 4.51876
2185.90 3.12033
2186.06 2.28647
2186.37 1.37653
2186.68 0.919589
2186.99 0.658371
2187.30 0.495225
2187.61 0.386566
2188.23 0.255342
2188.86 0.182104
2189.48 0.137080
2190.10 0.107418
2191.34 0.0719611
2192.59 0.0523471
2193.83 0.0403504
2195.08 0.0324730
2197.56 0.0230917
2200.05 0.0179398
2205.03 0.0128435
2210.01 0.0106485
2214.98 0.00972541
2224.93 0.00993777
2234.89 0.0127571
2239.86 0.0159194
2244.84 0.0217161
2249.82 0.0338534
2252.30 0.0456760
2254.79 0.0668343
2256.04 0.0844121
2257.28 0.110971
2258.52 0.153987
2259.77 0.230744
2260.39 0.294124
2261.01 0.389092
2261.63 0.540814
2262.26 0.805521
2262.88 1.33078
2263.19 1.81237
2263.50 2.61180
2263.66 3.22707
2263.81 4.07906
2263.97 5.32165
2264.12 7.19852
2264.28 10.2489
2264.43 15.5208
2264.51 19.7033
2264.59 25.5833
2264.67 33.9702
2264.74 45.6865
2264.87 73.2742
2265.00 91.5019
2265.13 73.0370
2265.26 45.6779
2265.33 33.9630
2265.41 25.6671
2265.56 15.6999
2265.72 10.3991
2265.87 7.33468
2266.02 5.42915
2266.18 4.17222
2266.48 2.67829
2266.79 1.86240
2267.09 1.37030
2267.71 0.833369
2268.32 0.563156
2268.93 0.408862
2269.54 0.312924
2270.15 0.249559
2271.38 0.174684
2272.60 0.135513
2275.05 0.105277
2277.50 0.113965
2278.72 0.136504
2279.95 0.183812
2280.56 0.225320
2281.17 0.289384
2281.78 0.394419
2282.40 0.582740
2282.70 0.738105
2283.01 0.970113
2283.31 1.33844
2283.62 1.97426
2283.93 3.21327
2284.08 4.32658
2284.23 6.13421
2284.39 9.34253
2284.46 11.9773
2284.54 15.7958
2284.62 21.7542
2284.69 31.3170
2284.77 47.9916
2284.84 77.0483
2284.92 123.257
2285.00 154.059
2285.08 123.249
2285.16 77.0397
2285.21 53.4744
2285.27 38.1515
2285.33 28.1608
2285.39 21.5571
2285.50 13.5924
2285.62 9.28291
2285.73 6.70256
2285.85 5.07047
2286.08 3.18816
2286.31 2.18589
2286.54 1.59562
2287.00 0.961876
2287.46 0.646914
2287.92 0.468935
2288.38 0.358477
2288.84 0.285759
2289.76 0.199374
2290.68 0.153385
2292.53 0.114330
2294.37 0.114501
2295.29 0.130741
2296.21 0.167789
2297.13 0.253258
2297.59 0.339381
2298.05 0.494512
2298.29 0.623757
2298.52 0.816844
2298.75 1.12495
2298.98 1.66056
2299.21 2.72229
2299.32 3.68521
2299.44 5.26932
2299.55 8.13665
2299.61 10.5456
2299.67 14.0915
2299.72 19.8018
2299.78 29.2767
2299.81 36.6568
2299.84 46.7823
2299.87 60.8097
2299.90 79.3100
2299.95 126.612
2300.00 158.038
2300.05 126.607
2300.10 79.3047
2300.14 58.0491
2300.17 43.2784
2300.24 26.0609
2300.30 16.9899
2300.37 11.9156
2300.43 8.74813
2300.50 6.70849
2300.63 4.28245
2300.76 2.96827
2300.89 2.17970
2301.15 1.32515
2301.41 0.894123
2301.67 0.648718
2301.94 0.494937
2302.20 0.393028
2302.72 0.269868
2303.24 0.201804
2304.29 0.133915
2305.34 0.103995
2306.38 0.0904334
2308.48 0.0885142
2310.57 0.116914
2311.61 0.151479
2312.66 0.217123
2313.18 0.273023
2313.71 0.358041
2314.23 0.496095
2314.75 0.741527
2315.02 0.943149
2315.28 1.24137
2315.54 1.71319
2315.80 2.51609
2315.93 3.15163
2316.06 4.06193
2316.19 5.42895
2316.32 7.58963
2316.39 9.20684
2316.45 11.3482
2316.52 14.3578
2316.58 18.5993
2316.65 25.0089
2316.72 34.8060
2316.78 50.5652
2316.85 76.1881
2316.92 122.150
2317.00 152.242
2317.08 121.513
2317.16 76.1796
2317.21 52.7646
2317.27 37.7867
2317.33 27.8351
2317.39 21.2725
2317.50 13.3784
2317.62 9.11906
2317.73 6.59083
2317.85 4.97720
2318.07 3.12539
2318.30 2.13888
2318.53 1.55764
2318.76 1.18419
2318.99 0.932235
2319.45 0.621828
2319.91 0.445663
2320.37 0.336175
2320.83 0.263505
2321.75 0.175968
2322.67 0.127326
2323.58 0.0974764
2324.50 0.0778384
2326.34 0.0544025
2328.17 0.0415139
2331.85 0.0287007
2335.52 0.0230918
2339.19 0.0206178
2346.54 0.0206196
2353.88 0.0264629
2357.55 0.0329577
2361.23 0.0442858
2364.90 0.0657643
2366.74 0.0843836
2368.57 0.113687
2370.41 0.164340
2371.33 0.205448
2372.24 0.267357
2373.16 0.371064
2373.62 0.455281
2374.08 0.585585
2374.54 0.818243
2374.77 1.02181
2375.00 1.35605
2375.23 1.99455
2375.34 2.56998
2375.46 3.51151
2375.57 5.26229
2375.63 6.77457
2375.69 9.07140
2375.72 10.7450
2375.75 12.9447
2375.77 15.9051
2375.80 19.8302
2375.83 25.5745
2375.86 33.6252
2375.89 46.0082
2375.92 63.7285
2375.96 101.872
2376.00 127.441
2376.02 119.920
2376.04 101.900
2376.08 63.7869
2376.11 46.6103
2376.14 34.7837
2376.19 20.9929
2376.25 13.9471
2376.30 9.98738
2376.35 7.57803
2376.41 6.01832
2376.52 4.22399
2376.62 3.27497
2376.73 2.73804
2376.95 2.24114
2377.38 2.15717
2377.81 2.65654
2378.24 3.78188
2378.45 4.73676
2378.67 6.13649
2378.89 8.28500
2379.10 11.7035
2379.32 17.4192
2379.53 27.1444
2379.77 43.3568
2380.00 54.1519
2380.24 43.3336
2380.47 27.1080
2380.70 16.9987
2380.92 11.2088
2381.15 7.81195
2381.37 5.70914
2381.60 4.33634
2381.83 3.39783
2382.28 2.24119
2382.73 1.58657
2383.18 1.18204
2384.09 0.730629
2384.99 0.497995
2385.89 0.363397
2386.80 0.278955
2387.70 0.223285
2389.51 0.160047
2391.31 0.139244
2392.22 0.150228
2393.12 0.205149
2393.57 0.287605
2393.80 0.369460
2394.03 0.515455
2394.25 0.812615
2394.36 1.09165
2394.48 1.56643
2394.59 2.47081
2394.65 3.27247
2394.70 4.51826
2394.76 6.68629
2394.82 10.7173
2394.84 14.1626
2394.87 19.3855
2394.90 27.5709
2394.93 41.0140
2394.96 65.2361
2395.00 81.9342
2395.04 65.2348
2395.07 41.0125
2395.09 29.8728
2395.12 22.1596
2395.16 13.1670
2395.21 8.57184
2395.25 6.02855
2395.30 4.43361
2395.35 3.39662
2395.44 2.19094
2395.53 1.53243
2395.62 1.14260
2395.80 0.717310
2395.99 0.504749
2396.17 0.384039
2396.53 0.260825
2397.27 0.177179
2398.00 0.166562
2398.73 0.204814
2399.09 0.254844
2399.46 0.350496
2399.83 0.555170
2400.01 0.753670
2400.19 1.09891
2400.37 1.78715
2400.47 2.42152
2400.56 3.46027
2400.65 5.38010
2400.69 6.99655
2400.74 9.38223
2400.79 13.2816
2400.83 19.8159
2400.85 25.0009
2400.88 32.2135
2400.90 42.3701
2400.92 55.8541
2400.96 90.0209
2401.00 112.134
2401.02 105.328
2401.04 89.1057
2401.08 55.8508
2401.11 37.0731
2401.15 25.5329
2401.18 18.3590
2401.21 13.7223
2401.28 8.40871
2401.34 5.64416
2401.41 4.04125
2401.48 3.03452
2401.61 1.89313
2401.74 1.29688
2401.87 0.947297
2402.14 0.575070
2402.40 0.391386
2402.66 0.287327
2403.19 0.179663
2403.72 0.127409
2404.25 0.0979465
2405.30 0.0672138
2406.36 0.0519481
2407.41 0.0430796
2409.52 0.0334827
2413.74 0.0262706
2417.96 0.0258164
2422.19 0.0319353
2424.30 0.0397905
2426.41 0.0551068
2427.46 0.0683606
2428.52 0.0887992
2429.57 0.122509
2430.63 0.183698
2431.16 0.234932
2431.68 0.312538
2432.21 0.438192
2432.74 0.660837
2433.00 0.843652
2433.27 1.11536
2433.53 1.54424
2433.79 2.27513
2434.06 3.68579
2434.19 4.93674
2434.32 6.93955
2434.45 10.4213
2434.52 13.1992
2434.59 17.1956
2434.65 23.1820
2434.72 32.5613
2434.78 47.8948
2434.85 72.8234
2434.92 116.716
2435.00 146.060
2435.08 116.709
2435.15 72.8161
2435.24 42.1420
2435.32 26.3582
2435.41 17.6387
2435.49 12.5700
2435.58 9.34100
2435.67 7.21757
2435.84 4.65363
2436.01 3.24143
2436.18 2.38467
2436.52 1.44434
2436.86 0.967887
2437.20 0.694018
2437.55 0.522354
2437.89 0.407741
2438.57 0.269027
2439.26 0.191480
2439.94 0.143781
2440.62 0.112398
2441.99 0.0748479
2443.36 0.0541127
2444.73 0.0414542
2446.09 0.0331617
2448.83 0.0232998
2451.57 0.0179081
2457.04 0.0126994
2462.51 0.0109660
2467.98 0.0122736
2470.71 0.0156825
2472.08 0.0193812
2473.45 0.0263251
2474.82 0.0413759
2475.50 0.0563963
2476.18 0.0836409
2476.87 0.141221
2477.21 0.197636
2477.55 0.298418
2477.89 0.505846
2478.06 0.703639
2478.24 1.04644
2478.41 1.71887
2478.49 2.33193
2478.58 3.32334
2478.66 5.12576
2478.71 6.61687
2478.75 8.77552
2478.79 12.2243
2478.83 17.7987
2478.86 22.1999
2478.88 27.8728
2478.90 35.5367
2478.92 45.8011
2478.96 73.2775
2479.00 91.5944
2479.04 73.2758
2479.08 45.7992
2479.11 32.7207
2479.14 24.1624
2479.19 14.2592
2479.25 9.16423
2479.30 6.37245
2479.36 4.64465
2479.41 3.54477
2479.52 2.25310
2479.63 1.55066
2479.74 1.13163
2479.95 0.680205
2480.17 0.453399
2480.39 0.324734
2480.82 0.190872
2481.26 0.126473
2481.69 0.0906407
2482.56 0.0542546
2483.43 0.0370936
2484.30 0.0276730
2486.04 0.0182615
2487.78 0.0139628
2489.52 0.0117553
2493.00 0.0101547
2496.48 0.0109679
2498.22 0.0126105
2499.96 0.0160147
2501.70 0.0236801
2502.57 0.0314322
2503.44 0.0456169
2504.31 0.0757890
2505.18 0.159145
2505.62 0.270761
2505.84 0.378907
2506.05 0.568221
2506.27 0.950217
2506.38 1.30537
2506.49 1.89657
2506.60 3.01272
2506.65 3.96453
2506.70 5.43751
2506.76 7.93546
2506.81 12.3931
2506.84 16.0489
2506.87 21.3737
2506.89 29.3063
2506.92 41.4369
2506.96 66.4305
2507.00 82.8669
2507.04 66.4291
2507.08 41.4353
2507.11 26.9302
2507.15 18.3546
2507.18 13.0951
2507.22 9.72979
2507.28 5.91095
2507.35 3.94249
2507.42 2.80790
2507.49 2.09823
2507.62 1.29682
2507.76 0.879838
2507.90 0.636074
2508.17 0.377407
2508.44 0.250357
2508.71 0.178745
2509.26 0.105188
2509.80 0.0700745
2510.34 0.0506958
2511.43 0.0311265
2512.52 0.0219533
2513.61 0.0169617
2515.79 0.0120567
2517.96 0.00992738
2520.14 0.00896645
2524.49 0.00878808
2528.85 0.0105632
2531.03 0.0126975
2533.20 0.0167138
2535.38 0.0253281
2536.47 0.0338742
2537.56 0.0493601
2538.65 0.0821601
2539.19 0.114445
2539.73 0.172557
2540.28 0.293770
2540.55 0.411127
2540.82 0.618104
2541.09 1.03561
2541.23 1.42514
2541.37 2.08412
2541.50 3.32902
2541.57 4.41140
2541.64 6.10869
2541.71 8.97155
2541.74 11.1879
2541.77 14.2867
2541.81 18.7596
2541.84 25.4352
2541.88 35.6813
2541.91 51.4453
2541.96 82.4962
2542.00 102.528
2542.05 81.7759
2542.09 51.4429
2542.14 31.2250
2542.18 20.2660
2542.23 13.8614
2542.28 10.0555
2542.32 7.55058
2542.37 5.89244
2542.46 3.84516
2542.56 2.69946
2542.65 1.99703
2542.84 1.21857
2543.02 0.820619
2543.21 0.590607
2543.58 0.349479
2543.95 0.231797
2544.32 0.165935
2545.07 0.0988679
2545.81 0.0671899
2546.55 0.0499325
2548.04 0.0330583
2549.53 0.0259093
2551.01 0.0229129
2553.99 0.0234185
2556.96 0.0321653
2558.45 0.0423346
2559.93 0.0615469
2560.68 0.0779369
2561.42 0.103026
2562.17 0.144244
2562.91 0.218633
2563.65 0.374578
2564.02 0.526055
2564.40 0.793067
2564.58 1.01155
2564.77 1.33499
2564.95 1.84282
2565.14 2.69987
2565.32 4.33615
2565.42 5.76865
2565.51 8.03118
2565.60 11.8872
2565.65 14.9414
2565.70 19.1605
2565.74 25.4633
2565.79 34.8152
2565.84 49.3906
2565.88 72.2337
2565.94 116.155
2566.00 144.864
2566.06 115.368
2566.12 72.2287
2566.18 43.8884
2566.24 28.4607
2566.30 19.6025
2566.36 14.2011
2566.42 10.6661
2566.48 8.31521
2566.60 5.43995
2566.72 3.81474
2566.84 2.82579
2567.08 1.72636
2567.32 1.16084
2567.56 0.833913
2567.81 0.628193
2568.05 0.490931
2568.53 0.323557
2569.01 0.229928
2569.49 0.172122
2569.97 0.134093
2570.93 0.0886104
2571.90 0.0635289
2572.86 0.0482631
2573.82 0.0383020
2575.75 0.0265762
2577.68 0.0202857
2581.53 0.0144781
2585.38 0.0128507
2589.23 0.0146209
2591.16 0.0182597
2593.08 0.0286432
2594.04 0.0426434
2595.01 0.0809309
2595.49 0.132334
2595.97 0.270579
2596.21 0.451133
2596.33 0.620835
2596.45 0.911275
2596.57 1.47675
2596.63 1.97591
2596.69 2.77608
2596.75 4.16984
2596.81 6.89032
2596.84 9.30282
2596.87 13.0967
2596.90 19.3311
2596.93 29.7333
2596.95 38.0547
2596.97 47.5648
2597.00 59.4521
2597.03 47.5641
2597.07 29.7326
2597.09 21.0131
2597.12 15.4117
2597.14 11.6260
2597.16 9.01161
2597.21 5.80321
2597.25 4.01838
2597.30 2.91852
2597.35 2.22444
2597.44 1.41311
2597.53 0.973370
2597.62 0.714280
2597.81 0.432821
2598.18 0.212847
2598.55 0.130630
2599.29 0.0702873
2600.03 0.0499174
2601.51 0.0398407
2602.99 0.0457076
2604.47 0.0681074
2605.21 0.0922308
2605.95 0.136772
2606.69 0.231512
2607.06 0.324407
2607.43 0.490157
2607.80 0.830291
2607.98 1.15345
2608.17 1.71115
2608.35 2.79780
2608.44 3.78073
2608.54 5.35925
2608.63 8.19271
2608.68 10.4782
2608.72 13.8265
