Co-59(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
30178.3 0.0788005
30217.5 0.0671220
30296.0 0.0425298
30363.4 0.0285235
30430.8 0.0200419
30498.2 0.0148659
30565.5 0.0116066
30700.3 0.00812891
30835.1 0.00679623
30969.8 0.00692832
31037.2 0.00767572
31104.6 0.00920863
31172.0 0.0122277
31239.3 0.0186043
31273.0 0.0245541
31306.7 0.0343179
31340.4 0.0512397
31374.1 0.0813076
31408.1 0.128235
31442.0 0.158928
31476.0 0.127288
31509.9 0.0804661
31533.9 0.0575725
31557.9 0.0423624
31581.9 0.0322604
31605.8 0.0254000
31653.8 0.0171973
31701.8 0.0129121
31749.7 0.0107919
31797.7 0.0107396
31821.7 0.0123748
31833.7 0.0143098
31845.7 0.0179810
31857.6 0.0257437
31863.6 0.0331854
31869.6 0.0459948
31875.6 0.0708211
31878.6 0.0929190
31881.6 0.128249
31884.6 0.190028
31887.6 0.310787
31889.1 0.418002
31890.6 0.586773
31892.1 0.864399
31893.6 1.32404
31895.3 2.11595
31897.0 2.64002
31898.7 2.11274
31900.4 1.32540
31902.0 0.828247
31903.7 0.546605
31905.3 0.381760
31907.0 0.279889
31910.3 0.167887
31913.5 0.112164
31916.8 0.0805837
31920.1 0.0611517
31926.7 0.0394479
31933.2 0.0282422
31939.8 0.0217200
31952.9 0.0148041
31966.1 0.0113806
31979.2 0.00942735
32005.5 0.00737141
32058.0 0.00578020
32110.6 0.00522292
32320.7 0.00591940
32425.8 0.00794816
32478.3 0.00985181
32530.9 0.0129215
32583.4 0.0182049
32635.9 0.0281906
32662.2 0.0367057
32688.5 0.0495362
32714.7 0.0693753
32727.9 0.0830550
32741.0 0.0997942
32758.5 0.126661
32776.0 0.155476
32793.5 0.177215
32811.0 0.180711
32846.0 0.136352
32881.0 0.0858257
32906.0 0.0625283
32931.1 0.0478360
32956.1 0.0390687
32981.1 0.0347965
33006.1 0.0350969
33031.2 0.0429081
33043.7 0.0527388
33056.2 0.0713200
33068.7 0.108506
33075.0 0.140478
33081.2 0.186703
33091.1 0.291733
33101.0 0.365840
33110.9 0.298097
33120.8 0.190172
33129.1 0.128620
33137.5 0.0907291
33145.8 0.0670988
33154.1 0.0517936
33170.8 0.0340944
33187.5 0.0247172
33204.2 0.0191445
33220.8 0.0155401
33254.2 0.0112634
33287.5 0.00890168
33320.8 0.00756993
33354.2 0.00767413
33370.9 0.0117933
33379.2 0.0285410
33383.4 0.0876593
33385.4 0.268163
33386.5 0.703086
33387.0 1.43744
33387.3 2.25972
33387.5 3.83950
33387.8 6.16460
33388.0 7.69133
33388.2 6.18146
33388.5 3.85270
33388.8 2.06616
33389.1 1.23352
33389.7 0.563109
33390.4 0.315366
33391.0 0.202687
33393.5 0.0648700
33398.5 0.0215537
33408.4 0.00925142
33428.4 0.00572948
33468.2 0.00439639
33548.0 0.00349173
33707.5 0.00272602
33867.0 0.00246069
34026.4 0.00249766
34185.9 0.00285509
34345.4 0.00375286
34425.2 0.00460192
34504.9 0.00601954
34544.8 0.00715885
34584.6 0.00902490
34604.6 0.0107084
34624.5 0.0142146
34634.5 0.0182788
34644.5 0.0284384
34649.4 0.0411929
34651.9 0.0529905
34654.4 0.0729033
34656.9 0.110535
34658.2 0.143490
34659.4 0.194914
34660.7 0.282842
34661.9 0.446127
34662.5 0.587189
34663.1 0.796532
34663.8 1.12093
34664.4 1.62555
34665.2 2.58949
34666.0 3.22876
34666.8 2.58679
34667.6 1.62358
34668.3 1.09425
34668.9 0.763769
34669.6 0.555743
34670.3 0.420047
34671.6 0.263153
34672.9 0.181335
34674.2 0.133229
34675.5 0.103142
34678.2 0.0688067
34680.8 0.0508945
34683.4 0.0404521
34688.7 0.0295122
34693.9 0.0243271
34699.2 0.0216021
34709.7 0.0192764
34730.8 0.0189993
34751.8 0.0207307
34793.9 0.0271938
34836.0 0.0375516
34866.3 0.0476119
34896.5 0.0589665
34957.0 0.0720787
35017.5 0.0568205
35078.0 0.0356123
35141.4 0.0217064
35204.9 0.0141273
35268.3 0.00983942
35331.7 0.00725857
35395.2 0.00562456
35458.6 0.00459405
35522.1 0.00431691
35537.9 0.00468670
35553.8 0.00603683
35569.6 0.0137241
35577.6 0.0426913
35581.5 0.142251
35583.5 0.437378
35584.5 1.11400
35585.0 2.20017
35585.2 3.34864
35585.5 5.26346
35585.7 8.41130
35586.0 10.5107
35586.3 8.39369
35586.5 5.24973
35586.9 2.85310
35587.2 1.70449
35587.9 0.769094
35589.2 0.273852
35591.9 0.0847561
35597.2 0.0254695
35607.9 0.00878817
35629.3 0.00424718
35650.6 0.00327950
35672.0 0.00286323
35757.5 0.00218262
35928.4 0.00161397
36099.4 0.00136433
36184.8 0.00147774
36227.6 0.00226073
36249.0 0.00540184
36259.6 0.0170897
36262.3 0.0282983
36265.0 0.0572503
36266.3 0.0930522
36267.6 0.176475
36268.3 0.268358
36269.0 0.452735
36269.3 0.624301
36269.7 0.894250
36270.0 1.35299
36270.3 2.15233
36270.7 3.47148
36271.0 4.35491
36271.4 3.49755
36271.7 2.20427
36272.0 1.42121
36272.3 0.956059
36272.9 0.502915
36273.5 0.304383
36274.1 0.202691
36275.4 0.107426
36276.6 0.0666615
36279.0 0.0330276
36281.5 0.0199143
36291.3 0.00615646
36310.9 0.00241715
36350.1 0.00143221
36428.4 0.00118350
36506.8 0.00118439
36585.2 0.00130414
36663.6 0.00164051
36702.8 0.00199623
36741.9 0.00264927
36781.1 0.00401501
36800.7 0.00532536
36820.3 0.00760250
36839.9 0.0120802
36849.7 0.0161374
36859.5 0.0227724
36869.3 0.0347037
36874.2 0.0445476
36879.1 0.0591434
36884.0 0.0820207
36888.9 0.120075
36893.8 0.187634
36898.7 0.311540
36903.3 0.498052
36908.0 0.621991
36912.7 0.497331
36917.3 0.310999
36921.6 0.198212
36926.0 0.132351
36930.3 0.0931052
36934.6 0.0685329
36943.2 0.0412354
36951.9 0.0274558
36960.5 0.0196019
36969.2 0.0147316
36986.4 0.00927789
37003.7 0.00645909
37021.0 0.00481997
37055.5 0.00309040
37090.1 0.00225794
37124.6 0.00184044
37141.9 0.00176723
37159.2 0.00190012
37167.8 0.00221442
37176.5 0.00321267
37180.8 0.00463686
37185.1 0.00865432
37187.3 0.0141278
37189.4 0.0290500
37191.6 0.0996529
37192.7 0.311712
37193.2 0.807307
37193.5 1.60678
37193.7 3.82297
37193.9 6.09971
37194.0 7.57181
37194.1 5.99114
37194.3 3.73836
37194.6 1.48936
37194.9 0.730466
37195.4 0.280507
37196.6 0.0888781
37197.7 0.0433276
37198.9 0.0258394
37201.2 0.0125749
37203.5 0.00772027
37208.1 0.00411629
37212.7 0.00281654
37221.8 0.00185094
37231.0 0.00148893
37249.4 0.00119382
37267.8 0.00106038
37341.3 0.000835176
37488.3 0.000661387
37782.4 0.000525933
38370.5 0.000431141
38958.5 0.000407319
39252.6 0.000425305
39399.6 0.000476235
39436.4 0.000519394
39473.1 0.000633316
39491.5 0.000786820
39509.9 0.00121565
39519.1 0.00180655
39528.3 0.00346444
39532.9 0.00574039
39537.4 0.0120236
39539.7 0.0204851
39542.0 0.0430341
39544.3 0.145639
39545.5 0.429573
39546.1 1.00446
39546.3 1.81095
39546.6 3.67292
39546.8 5.87793
39547.0 7.46870
39547.1 7.03398
39547.2 6.03358
39547.4 3.79425
39547.6 2.30603
39547.8 1.46207
39548.2 0.720110
39548.6 0.420300
39548.9 0.273604
39549.7 0.140681
39550.5 0.0858325
39552.1 0.0414162
39553.6 0.0244723
39556.8 0.0115633
39559.9 0.00683112
39566.2 0.00334707
39572.4 0.00210329
39585.0 0.00120384
39597.5 0.000888871
39622.6 0.000670792
39647.6 0.000606835
39697.7 0.000643111
39722.8 0.000942168
39735.3 0.00212645
39741.6 0.00670112
39744.7 0.0238083
39746.3 0.0841510
39747.0 0.269341
39747.4 0.722289
39747.6 1.53913
39747.8 4.37258
39748.0 8.74619
39748.2 4.37134
39748.3 1.85063
39748.5 0.984841
39748.8 0.401337
39749.4 0.132713
39750.6 0.0387726
39753.0 0.0107988
39757.8 0.00320866
39767.4 0.00122930
39786.7 0.000730886
39825.2 0.000625335
39902.2 0.000663467
39979.2 0.000777953
40056.2 0.000995164
40133.2 0.00145224
40171.7 0.00189530
40210.2 0.00267721
40248.7 0.00425872
40267.9 0.00573955
40287.2 0.00825615
40325.7 0.0238949
40335.3 0.0352692
40344.9 0.0568271
40349.7 0.0753903
40354.5 0.103752
40359.3 0.148685
40364.1 0.220690
40367.1 0.282744
40370.1 0.354572
40376.0 0.452130
40379.0 0.430667
40381.9 0.369354
40387.9 0.232224
40394.4 0.136385
40400.9 0.0856385
40407.4 0.0577152
40413.9 0.0412165
40420.5 0.0308061
40427.0 0.0238684
40440.0 0.0155408
40453.1 0.0109510
40466.1 0.00816684
40492.2 0.00511492
40518.3 0.00357498
40544.3 0.00269738
40596.5 0.00180707
40648.7 0.00143613
40700.8 0.00139389
40726.9 0.00158845
40753.0 0.00229822
40766.0 0.00333411
40779.1 0.00626622
40785.6 0.0102574
40792.1 0.0211070
40795.4 0.0353314
40798.6 0.0720262
40801.9 0.222603
40803.5 0.566641
40804.3 1.11331
40804.7 1.68755
40805.1 2.66179
40805.4 3.42012
40805.6 4.25574
40806.0 5.33740
40806.4 4.27850
40806.9 2.67956
40807.2 1.75441
40807.6 1.18551
40808.4 0.625787
40809.1 0.379300
40809.9 0.252688
40811.4 0.133932
40812.9 0.0829207
40815.9 0.0408124
40818.9 0.0243744
40824.9 0.0117715
40830.9 0.00711416
40843.0 0.00365687
40855.0 0.00240796
40879.1 0.00149263
40903.1 0.00116411
40951.2 0.000929031
40999.4 0.000859383
41095.6 0.000877496
41191.9 0.00103935
41288.1 0.00144415
41336.3 0.00184993
41384.4 0.00256907
41432.5 0.00401229
41456.6 0.00534572
41480.7 0.00757285
41504.7 0.0117009
41516.8 0.0152164
41528.8 0.0206153
41540.8 0.0294615
41552.8 0.0452069
41558.9 0.0579378
41564.9 0.0762143
41570.9 0.103127
41576.9 0.142757
41581.4 0.183200
41586.0 0.230906
41595.0 0.300889
41599.5 0.290116
41604.1 0.250788
41613.1 0.158212
41623.7 0.0895682
41634.3 0.0547778
41644.9 0.0362691
41655.5 0.0256084
41666.1 0.0189914
41676.7 0.0146418
41697.9 0.00948538
41719.0 0.00667606
41740.2 0.00498508
41782.6 0.00314326
41825.0 0.00221651
41867.4 0.00168663
41952.1 0.00113598
42036.8 0.000871756
42121.6 0.000726334
42291.1 0.000584473
42630.1 0.000514690
42799.6 0.000576683
42842.0 0.000647841
42884.3 0.000849067
42905.5 0.00112673
42926.7 0.00190382
42937.3 0.00296681
42947.9 0.00589198
42953.2 0.00980403
42958.5 0.0201757
42961.1 0.0334262
42963.8 0.0662851
42966.4 0.188830
42967.1 0.273197
42967.7 0.425750
42968.4 0.734036
42968.7 1.00875
42969.1 1.43386
42969.3 1.84247
42969.5 2.32145
42970.0 3.07293
42970.2 2.97971
42970.5 2.59105
42970.9 1.64373
42971.4 1.04733
42971.8 0.693268
42972.2 0.483451
42972.6 0.355458
42973.5 0.211748
42974.3 0.139520
42976.0 0.0732753
42977.7 0.0450213
42979.5 0.0304174
42981.2 0.0220025
42984.6 0.0131268
42988.0 0.00878251
42991.4 0.00635159
42998.2 0.00386200
43005.0 0.00267715
43011.8 0.00202339
43025.4 0.00136507
43039.0 0.00105684
43052.6 0.000888831
43079.9 0.000722064
43134.3 0.000606575
43188.8 0.000571397
43406.6 0.000575526
43624.5 0.000666042
43678.9 0.000724610
43733.4 0.000860328
43760.6 0.00103204
43787.8 0.00149805
43801.5 0.00213181
43815.1 0.00389148
43821.9 0.00628337
43828.7 0.0128240
43835.5 0.0442032
43838.9 0.141339
43840.6 0.382226
43841.4 0.808173
43841.9 1.32016
43842.3 2.33354
43842.7 3.82398
43843.0 5.09913
43843.2 4.98978
43843.4 4.38354
43843.7 2.76917
43844.0 1.78238
43844.3 1.19656
43845.0 0.613998
43845.6 0.365589
43846.2 0.242175
43847.5 0.126806
43848.7 0.0780023
43851.2 0.0380948
43853.7 0.0226516
43858.8 0.0108857
43863.8 0.00655809
43873.8 0.00336961
43883.9 0.00222974
43903.9 0.00140848
43924.0 0.00112505
43964.2 0.000936802
44004.3 0.000888161
44164.9 0.000946721
44325.5 0.00112670
44486.1 0.00142668
44646.7 0.00195329
44727.0 0.00238226
44767.2 0.00266765
44807.3 0.00302094
44847.5 0.00346627
44867.5 0.00373411
44887.6 0.00403955
44907.7 0.00439048
44927.8 0.00479608
44967.9 0.00582428
45008.1 0.00727253
45048.2 0.00940603
45088.4 0.0127453
45128.5 0.0184945
45160.5 0.0270624
45176.4 0.0343921
45192.4 0.0459129
45227.0 0.0903341
45242.5 0.0917029
45258.0 0.0726442
45261.6 0.0679852
45269.5 0.0589722
45277.3 0.0517369
45293.1 0.0415026
45324.6 0.0298185
45387.5 0.0179550
45446.8 0.0124687
45506.1 0.00980146
45565.4 0.00871647
45624.8 0.00867985
45684.1 0.00955554
45743.4 0.0114873
45802.7 0.0148990
45862.0 0.0204744
45939.5 0.0312974
46017.0 0.0384511
46094.5 0.0310438
46172.0 0.0198651
46220.6 0.0148835
46269.2 0.0114726
46317.7 0.00957023
46329.9 0.00963230
46342.0 0.0107166
46354.2 0.0180653
46360.2 0.0449561
46361.8 0.0693918
46363.3 0.128128
46364.0 0.194131
46364.8 0.330864
46365.6 0.678042
46365.9 1.07194
46366.3 1.80742
46366.7 2.88251
46367.0 3.64723
46367.4 2.93177
46367.7 1.84580
46368.1 1.07838
46368.5 0.673948
46369.2 0.326691
46370.0 0.190978
46370.8 0.125732
46372.3 0.0675959
46373.9 0.0436395
46380.1 0.0169954
46392.4 0.00914698
46404.8 0.00737586
46417.1 0.00658264
46466.5 0.00524693
46516.0 0.00494962
46540.7 0.00645442
46553.0 0.0130571
46559.2 0.0368792
46562.3 0.112356
46563.8 0.304128
46564.6 0.653061
46565.0 1.08252
46565.4 1.93587
46565.7 3.11876
46566.0 3.91558
46566.3 3.17995
46566.6 1.98381
46566.9 1.29952
46567.2 0.887659
46567.7 0.467546
46568.8 0.190834
46571.0 0.0647081
46575.4 0.0212651
46584.1 0.00837664
46601.6 0.00478182
46636.6 0.00370801
46706.6 0.00348637
46741.6 0.00383964
46776.5 0.00510650
46794.0 0.00685607
46802.8 0.00852032
46811.5 0.0113636
46820.3 0.0168037
46824.6 0.0215762
46829.0 0.0291302
46833.4 0.0420777
46837.8 0.0665561
46840.0 0.0876377
46842.1 0.119583
46844.3 0.170106
46846.5 0.249765
46849.3 0.397767
46852.0 0.495072
46854.8 0.395511
46857.5 0.248005
46859.3 0.180625
46861.1 0.134325
46864.7 0.0805722
46868.2 0.0530572
46871.8 0.0376232
46875.4 0.0281760
46879.0 0.0220445
46886.1 0.0148394
46893.3 0.0109541
46900.4 0.00863098
46914.7 0.00612004
46929.0 0.00487400
46943.3 0.00417739
46971.9 0.00350221
47029.1 0.00322443
47086.3 0.00361540
47143.5 0.00480453
47172.1 0.00598834
47200.7 0.00800139
47229.3 0.0117362
47243.6 0.0148937
47257.9 0.0196888
47272.2 0.0274055
47286.5 0.0407530
47300.8 0.0658414
47308.0 0.0865665
47315.1 0.115812
47321.1 0.147969
47327.1 0.185049
47339.0 0.234231
47351.0 0.190555
47362.9 0.120073
47374.3 0.0757769
47385.7 0.0502845
47397.1 0.0352964
47408.5 0.0260113
47431.3 0.0158010
47454.1 0.0106944
47476.9 0.00780219
47499.7 0.00601417
47545.3 0.00401271
47591.0 0.00298009
47636.6 0.00239096
47682.2 0.00211329
47705.0 0.00241194
47716.4 0.00408106
47722.1 0.0106742
47724.9 0.0348677
47726.4 0.116536
47727.1 0.346948
47727.4 0.851749
47727.8 3.53254
47728.0 7.07810
47728.2 3.53518
47728.5 1.22866
47728.7 0.589379
47729.2 0.216704
47730.2 0.0683554
47732.1 0.0203086
47736.0 0.00657578
47743.8 0.00289027
47759.3 0.00188337
47790.4 0.00153533
47852.5 0.00131471
47914.7 0.00120822
47945.8 0.00124144
47961.3 0.00154073
47969.1 0.00278556
47973.0 0.00757635
47974.9 0.0251048
47975.9 0.0837789
47976.4 0.253968
47976.6 0.614290
47976.9 2.67627
47977.0 5.35140
47977.1 2.67718
47977.3 0.820485
47977.5 0.377670
47977.9 0.133771
47978.6 0.0409373
47980.1 0.0121007
47983.0 0.00397198
47988.9 0.00181769
48000.7 0.00125282
48024.3 0.00108880
48071.5 0.00101276
48165.8 0.000944082
48354.5 0.000877959
48731.9 0.000872762
49109.3 0.000988468
49298.0 0.00111518
49392.4 0.00124667
49439.5 0.00148370
49463.1 0.00222835
49474.9 0.00500066
49480.8 0.0153663
49483.8 0.0519848
49485.2 0.166023
49486.0 0.456024
49486.3 0.983706
49486.5 1.60087
49486.7 2.87529
49486.9 4.66542
49487.0 6.25155
49487.2 5.31274
49487.3 3.37730
49487.5 1.68622
49487.7 0.953853
49488.1 0.409707
49489.0 0.139006
49490.7 0.0415570
49494.1 0.0122132
49500.9 0.00417850
49514.5 0.00209703
49541.6 0.00162943
49595.9 0.00176277
49623.1 0.00206584
49650.3 0.00288169
49663.9 0.00395418
49677.4 0.00678978
49684.2 0.0104105
49691.0 0.0194263
49694.4 0.0300512
49697.8 0.0534050
49699.5 0.0771767
49701.2 0.120597
49702.1 0.156532
49702.9 0.209299
49703.8 0.288641
49704.6 0.406147
49705.8 0.649387
49707.0 0.807933
49708.2 0.644235
49709.4 0.403802
49710.6 0.255450
49711.7 0.169739
49712.8 0.119092
49714.0 0.0877959
49716.2 0.0529764
49718.5 0.0354497
49723.0 0.0193382
49727.6 0.0124505
49736.7 0.00684261
49745.7 0.00467559
49763.9 0.00304068
49782.1 0.00245969
49818.4 0.00207850
49854.7 0.00199690
50000.0 0.00228518
50094.4 0.00273299
50188.8 0.00349892
50283.2 0.00502367
50330.4 0.00659133
50354.0 0.00834196
50365.8 0.0117989
50371.7 0.0226475
50374.7 0.0591046
50376.2 0.168988
50376.9 0.428716
50377.3 0.854928
50377.6 2.09738
50378.0 4.16075
50378.2 3.34773
50378.4 2.07701
50378.6 1.11376
50378.9 0.650385
50379.4 0.295944
50380.3 0.109216
50382.3 0.0390305
50386.3 0.0175932
50394.2 0.0121789
50410.0 0.0121520
50425.8 0.0139057
50441.6 0.0165443
50457.4 0.0202516
50473.2 0.0254814
50489.0 0.0329684
50504.8 0.0436781
50517.6 0.0552799
50530.4 0.0690681
50556.0 0.0900264
50568.8 0.0875850
50581.6 0.0766320
50607.2 0.0499017
50629.1 0.0340062
50651.0 0.0243623
50672.9 0.0185173
50694.8 0.0148610
50738.6 0.0109319
50782.3 0.00919323
50869.9 0.00863442
50913.7 0.0104701
50924.6 0.0122296
50935.6 0.0168574
50941.1 0.0228335
50946.5 0.0380429
50949.3 0.0565690
50952.0 0.0992398
50953.4 0.145230
50954.7 0.235298
50955.4 0.316180
50956.1 0.441964
50956.8 0.648868
50957.5 0.996618
50958.2 1.58879
50959.0 1.98739
50959.8 1.59170
50960.5 0.998923
50961.1 0.686732
50961.7 0.487890
50962.3 0.359846
50962.9 0.274821
50964.1 0.174707
50965.3 0.121259
50967.6 0.0697490
50970.0 0.0468383
50974.7 0.0276670
50979.4 0.0201057
50988.9 0.0143464
50998.3 0.0123103
51036.1 0.0108848
51111.6 0.0126218
51187.2 0.0161160
51224.9 0.0187607
51243.8 0.0212250
51253.2 0.0261394
51258.0 0.0419389
51260.3 0.0947986
51261.5 0.249765
51262.1 0.600814
51262.4 1.16292
51262.7 2.74876
51263.0 5.47199
51263.3 2.73950
51263.6 1.10289
51263.9 0.567085
51264.6 0.233170
51265.8 0.0891091
51268.3 0.0409465
51273.2 0.0273247
51283.2 0.0244428
51303.0 0.0254134
51360.3 0.0318055
51417.5 0.0395885
51532.0 0.0506289
51589.3 0.0486352
51646.5 0.0420969
51761.0 0.0269577
51844.3 0.0191359
51927.7 0.0139966
52011.0 0.0106473
52094.3 0.00842491
52261.0 0.00588746
52427.7 0.00472688
52594.3 0.00441487
52761.0 0.00512085
52844.3 0.00635976
52886.0 0.00754198
52927.6 0.00952370
52969.3 0.0131770
53011.0 0.0209666
53031.8 0.0285789
53042.2 0.0342360
53052.6 0.0418393
53057.9 0.0466400
53063.1 0.0522944
53068.3 0.0589834
53073.5 0.0669061
53078.7 0.0763404
53083.9 0.0875388
53089.1 0.100750
53094.3 0.116095
53103.2 0.147012
53112.2 0.179590
53121.1 0.203074
53130.0 0.204920
53138.9 0.183983
53147.9 0.151947
53165.7 0.0945546
53178.2 0.0683506
53190.7 0.0510364
53215.8 0.0315510
53240.8 0.0219060
53265.9 0.0166179
53315.9 0.0115368
53366.0 0.00949030
53466.1 0.00877393
53516.2 0.0100447
53541.3 0.0140701
53553.8 0.0282054
53560.0 0.0771633
53563.2 0.227585
53564.7 0.592192
53565.5 1.21369
53565.9 1.91560
53566.3 3.24693
53566.6 5.18277
53567.0 6.49276
53567.4 5.19067
53567.7 3.25312
53568.3 1.57697
53568.8 0.872354
53569.9 0.373400
53572.2 0.132313
53576.6 0.0455795
53585.5 0.0195472
53603.3 0.0127307
53638.8 0.0117848
53709.9 0.0139674
53780.9 0.0179550
53852.0 0.0240204
53960.0 0.0377792
54068.0 0.0489788
54176.0 0.0414048
54284.0 0.0265552
54351.1 0.0196849
54418.2 0.0148351
54552.5 0.00906823
54686.7 0.00607458
54820.9 0.00437455
54955.2 0.00333131
55089.4 0.00265128
55357.9 0.00186240
55626.3 0.00147040
55894.8 0.00132962
56029.0 0.00137952
56163.2 0.00161468
56230.4 0.00189362
56297.5 0.00242585
56364.6 0.00352787
56398.2 0.00450967
56431.7 0.00597116
56456.0 0.00738671
56480.4 0.00899011
56529.0 0.0109330
56577.7 0.00889243
56626.3 0.00591638
56659.7 0.00453548
56693.1 0.00373491
56709.8 0.00361365
56726.5 0.00398059
56734.8 0.00475020
56743.2 0.00706760
56747.4 0.0102028
56751.5 0.0183342
56753.6 0.0283423
56755.7 0.0515374
56756.7 0.0769010
56757.8 0.126512
56758.3 0.170935
56758.8 0.241504
56759.3 0.359095
56759.9 0.559352
56760.4 0.894133
56761.0 1.12244
56761.6 0.902274
56762.1 0.565701
56762.8 0.326895
56763.5 0.202296
56764.1 0.135289
56764.8 0.0967493
56766.1 0.0562186
56767.4 0.0369136
56770.0 0.0198945
56772.6 0.0128534
56777.9 0.00721476
56783.1 0.00504513
56793.6 0.00335466
56804.1 0.00268959
56825.1 0.00212093
56846.1 0.00185143
56930.0 0.00139181
57097.8 0.00109173
57265.6 0.00101933
57349.6 0.00107863
57391.5 0.00134667
57412.5 0.00237802
57423.0 0.00625376
57428.2 0.0199737
57430.8 0.0631655
57432.2 0.172870
57432.8 0.374713
57433.1 0.620274
57433.5 1.10728
57433.7 1.76965
57434.0 2.23423
57434.3 1.79362
57434.5 1.12596
57434.8 0.651243
57435.2 0.401498
57435.8 0.191103
57437.0 0.0706073
57439.5 0.0223907
57444.4 0.00695921
57454.2 0.00257837
57473.8 0.00141670
57513.1 0.00113203
57591.7 0.00110654
57748.9 0.00131297
57827.4 0.00158413
57906.0 0.00227049
